Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRG39,OUT035,809.3367127333715
FDU32,OUT049,2127.6733556663335
FDY27,OUT049,2965.90942729274
NCP54,OUT013,2018.875146994325
NCZ41,OUT049,2010.5867453682774
DRL49,OUT013,2151.9710245609735
FDI05,OUT018,1284.2111701863823
FDY56,OUT045,4089.8781036597497
DRC13,OUT013,2005.530187329559
NCV29,OUT017,3042.0828658152714
FDR24,OUT049,1283.705170675284
FDZ34,OUT018,3085.1776993151834
FDP37,OUT035,2139.244854251052
FDX08,OUT027,4725.2223084194275
FDS57,OUT045,2083.8809509615453
NCG18,OUT049,1695.2635973317883
FDK25,OUT018,2708.8947919574116
FDH53,OUT049,1261.7699705191403
DRI59,OUT018,3494.517317046195
FDA52,OUT046,2874.7177260608278
FDT20,OUT010,81.1568253751206
FDE36,OUT019,438.7102003233732
FDI24,OUT017,2988.061817752598
FDB28,OUT018,2960.0309137241566
FDV11,OUT017,3021.802260708789
FDP01,OUT046,2350.6856559832327
FDD34,OUT027,4420.334360717782
FDJ50,OUT027,1302.4403046341936
FDZ44,OUT013,1936.176884274763
DRO59,OUT035,1228.6274257089556
DRB48,OUT045,627.0521741407058
FDR21,OUT018,2854.39059007312
NCE42,OUT010,649.7030470655167
FDO23,OUT046,1559.7947028775263
NCE30,OUT018,2974.5349974698347
FDQ22,OUT035,597.7982203972587
FDY01,OUT045,1962.6444546860903
FDS08,OUT017,2751.3459613941
FDG28,OUT018,3424.329164623951
FDQ51,OUT018,666.9165772063387
FDB05,OUT017,4066.292984623768
FDO56,OUT049,1933.1963498036794
FDE02,OUT018,1282.4369220664591
FDN45,OUT017,3768.757188696171
FDS09,OUT013,784.5120336068247
NCA54,OUT018,2887.36651219511
FDP09,OUT010,562.0736755474569
FDC53,OUT045,1479.7786421817418
NCM55,OUT017,3171.9664132693815
FDL09,OUT018,2675.196397762287
FDA11,OUT019,275.28300825499787
FDA50,OUT045,1520.6810286105601
FDC23,OUT017,3022.8822101492715
FDE22,OUT049,2465.2692939283884
FDD23,OUT046,3261.524437714548
NCA29,OUT049,3022.616794150878
FDK38,OUT046,2337.015817919094
DRC13,OUT046,2063.805969630904
NCP43,OUT049,3014.158858819698
FDX28,OUT049,1535.4434500355292
FDF08,OUT049,1346.5940711091805
FDZ33,OUT046,2448.733495555798
FDD10,OUT049,2891.8561252431227
FDO58,OUT017,2578.3306536864025
FDI50,OUT017,4117.5099801700135
FDO58,OUT045,2587.0138055317575
FDX08,OUT013,3033.3607295313186
NCK17,OUT010,78.96651874901343
FDF39,OUT035,4133.719217213553
FDU45,OUT010,299.03280427426404
NCJ18,OUT018,1927.362554413141
DRC27,OUT019,522.1897802129181
DRC25,OUT035,1504.9290617376641
FDU59,OUT035,2294.8387624585816
FDU28,OUT035,2925.479943456189
NCP30,OUT046,639.9194120956096
FDB39,OUT018,778.3254094923526
FDE41,OUT013,1297.0494812863199
DRH11,OUT010,143.89655986813162
FDA58,OUT045,3788.36690815564
FDU50,OUT046,1847.6582651307772
FDM34,OUT013,2041.3093773330029
FDM44,OUT027,2633.655807438251
FDR39,OUT045,3196.1010566849704
FDM25,OUT045,2954.1799281395733
FDQ49,OUT049,2331.646919494722
DRH25,OUT018,836.1026771595518
FDM09,OUT027,4210.14385406453
FDL44,OUT019,463.86277919038594
NCR42,OUT018,405.22525511027015
DRL59,OUT046,835.8840541422829
FDX43,OUT013,2483.8248524460178
DRK47,OUT010,600.0118485550959
FDU48,OUT018,1694.92022637234
FDY12,OUT045,851.8274130279143
NCN43,OUT018,1879.8910898308989
NCM55,OUT018,3001.879979042187
FDQ21,OUT027,2704.1784652224987
FDX13,OUT035,4305.175936340652
NCK30,OUT027,5465.6138095019805
FDG20,OUT049,2755.2701032434434
DRG27,OUT017,660.1515455114445
FDY14,OUT018,4016.7017292792416
FDP59,OUT035,1570.831273389918
FDU60,OUT017,3068.2418164430997
NCC18,OUT019,449.2680483043691
DRJ39,OUT017,3726.4890802989516
FDS07,OUT049,1941.972912320458
FDM08,OUT027,5527.761324985974
FDP51,OUT045,1918.527454197903
FDU16,OUT035,1234.8829353458348
FDH12,OUT013,1643.717810464584
DRE48,OUT010,445.083836574734
NCL42,OUT027,5725.440820741834
FDR21,OUT045,2992.342857746715
NCW29,OUT035,1907.7227979184731
FDO11,OUT013,4508.078808176368
NCM31,OUT049,2003.0243367986193
FDV35,OUT019,344.333225003473
FDF58,OUT017,973.8426582108456
NCE43,OUT049,2884.890959717345
FDA02,OUT035,2542.8085364025897
DRL37,OUT010,128.24140502550426
FDR24,OUT018,1282.1892006061707
FDW59,OUT049,1243.2935041979051
FDS22,OUT049,661.6119845911749
FDW24,OUT017,695.8572148239269
FDU24,OUT035,1665.0229076775495
FDA21,OUT027,4534.788354880811
FDH58,OUT027,3165.011486735332
FDW36,OUT018,1370.9162066324577
FDI45,OUT027,4711.664828371504
FDU01,OUT018,2895.7744796649085
FDF35,OUT027,3178.717451748466
FDU43,OUT019,520.861778376455
FDE24,OUT019,258.5814946025431
FDK50,OUT049,2459.0689665098876
FDG31,OUT045,1029.0765234199555
FDC60,OUT045,1744.6219409426924
FDL36,OUT013,1338.7159355930596
FDP21,OUT013,3286.0531625789854
FDW16,OUT045,1329.363130372032
FDX02,OUT017,4033.2342608757854
FDQ58,OUT027,4311.44915318389
FDT51,OUT046,1823.6761414779269
FDD59,OUT049,1219.7495059196265
NCM42,OUT018,1581.7710327595569
FDA57,OUT018,467.60083209602965
FDZ48,OUT035,1753.7484319254593
FDE46,OUT045,2422.94957306975
NCZ30,OUT019,374.0883303308727
FDB56,OUT017,3023.8754966975625
FDA25,OUT027,2645.119187335738
FDD20,OUT013,2161.933636562413
FDL25,OUT013,1483.0898435580127
NCO18,OUT049,3061.2922746896384
FDJ45,OUT017,549.6510288364286
FDR12,OUT035,3042.076837693819
NCF19,OUT010,131.94737847101692
FDK25,OUT046,2885.0543869666667
NCR17,OUT046,1968.1937736091431
FDC52,OUT046,2213.107347762454
NCA54,OUT017,3050.8432701079396
FDR45,OUT010,535.8010947240872
NCM19,OUT049,1916.5078739500577
FDF39,OUT027,5620.070102651884
FDX23,OUT049,1554.2165868689772
FDD58,OUT027,2869.0365646299138
FDX28,OUT013,1588.1728065950294
NCD31,OUT013,2680.033486413287
FDU57,OUT018,2050.2435779625444
FDI27,OUT046,772.4744047222673
NCM42,OUT046,1718.2717813108993
FDD32,OUT027,2052.3908126109113
FDI34,OUT013,3924.005964341341
NCM29,OUT049,2231.6819488089886
FDG46,OUT018,1808.6134060737227
DRC01,OUT010,107.97101616658752
FDB15,OUT027,5989.654857724451
NCA17,OUT027,3797.6948069051764
FDF10,OUT046,2849.0425294497545
FDR26,OUT027,4656.966960871055
FDI02,OUT049,1777.7377822223802
NCM54,OUT010,300.129053735185
FDF14,OUT013,2244.940887472368
FDJ33,OUT010,327.83280501095993
FDM20,OUT035,4180.242074369052
FDC03,OUT027,5752.465633962192
NCX05,OUT046,1964.6263945936892
NCM41,OUT027,2680.7594015552395
NCU29,OUT010,518.8119823928382
FDQ59,OUT017,1223.0537989674588
FDH46,OUT010,258.22878353787047
FDH09,OUT013,731.6630106628062
NCD06,OUT045,744.6481458369489
FDC15,OUT035,2702.7726133251917
DRD37,OUT027,956.272307531424
FDT28,OUT027,3626.412288750469
FDR28,OUT027,3946.470407092623
FDT38,OUT017,1224.3942628671186
FDV34,OUT027,2141.9805049100187
FDY52,OUT035,974.8756951293055
FDB34,OUT013,1350.1078640594187
DRL23,OUT018,1376.016000261369
DRB24,OUT046,2387.9112479949617
FDJ50,OUT046,841.454522749661
FDQ49,OUT035,2426.284312292187
FDP20,OUT035,1964.2531499874456
FDV19,OUT027,3962.8716927914043
NCR54,OUT045,3057.7992959295802
FDO09,OUT010,624.6997073680643
FDS57,OUT018,1908.109352155284
FDN10,OUT049,1935.7301177085988
FDV23,OUT049,2074.331244253908
FDY28,OUT049,3305.31750330746
DRG51,OUT013,2538.8067208405623
FDD45,OUT019,219.89454528710502
NCL18,OUT027,5914.282575789392
NCM29,OUT013,2199.344754228976
FDF17,OUT027,5397.165414430242
FDE22,OUT017,2517.176391868155
FDQ22,OUT017,594.0135838935588
FDS01,OUT013,3058.2829435663
FDW35,OUT027,773.3003521218503
FDJ33,OUT046,2112.674780351281
NCF54,OUT035,2971.8773294405
FDE09,OUT013,1585.9453354500392
NCE06,OUT045,2358.0467191194025
DRH49,OUT049,1211.2472635582994
FDY43,OUT045,2875.4979231800057
NCT05,OUT017,4113.833499526803
FDZ34,OUT045,3137.7200508847936
FDL38,OUT017,1268.4775540770406
FDZ31,OUT017,3030.357401152824
FDR14,OUT035,882.6873972914692
NCN54,OUT049,1176.5485082089613
NCC42,OUT027,3616.3913999522256
FDK08,OUT017,1524.7210855592814
FDP59,OUT013,1527.8433911515585
FDV22,OUT035,2886.3764497476113
FDD33,OUT035,3767.1246471693903
DRE60,OUT027,6160.384636189526
FDK52,OUT046,3726.337404450279
FDA02,OUT017,2592.7121622396908
FDM56,OUT049,1633.1339488457938
FDE57,OUT035,2132.5076584574267
FDM32,OUT045,1327.6674636942494
NCQ30,OUT027,3001.558194144475
FDQ27,OUT027,2208.745870663417
FDT60,OUT027,3177.5304497281445
FDU43,OUT049,4149.500862718093
NCO55,OUT035,1731.9526911444464
FDG02,OUT045,2927.512034984031
FDJ28,OUT013,3072.4574916801125
FDP40,OUT045,1811.981265107364
FDJ38,OUT045,3148.132966901916
NCC54,OUT017,3985.7020910764463
NCZ41,OUT046,2029.9551627692172
FDK38,OUT019,350.8137291338186
FDU52,OUT013,2248.9429946351434
FDC40,OUT046,1268.3749270802086
NCR30,OUT017,1134.736012421903
NCN18,OUT017,1804.761302269046
FDB50,OUT035,1348.997535287998
FDG04,OUT013,3023.610215711994
FDR26,OUT035,3025.7208073077722
NCT17,OUT018,2957.800435216804
FDX35,OUT027,5618.7307706188585
FDS12,OUT046,2686.28659575201
NCZ29,OUT027,3071.7365036439082
FDB38,OUT010,393.79487804113177
FDP12,OUT013,614.4718852089894
FDP22,OUT046,886.920106154369
FDS26,OUT018,3839.038741385289
FDR52,OUT046,3138.9866744758656
DRJ13,OUT046,2883.300689251489
FDU48,OUT027,3476.955173238848
FDE29,OUT035,1089.5746029342738
NCT29,OUT049,2001.2638315476352
DRK37,OUT018,3238.2230804218007
FDK55,OUT046,1279.9710874770053
FDR07,OUT046,1534.9661750309804
FDO21,OUT027,5660.908076977424
FDK46,OUT049,4477.026699721856
FDB12,OUT045,1691.6676924865387
FDT31,OUT027,4092.183472659171
FDJ33,OUT045,1964.0668698109328
FDC26,OUT027,3084.594479539303
NCQ02,OUT045,2980.075281639282
FDP08,OUT010,543.2860156892427
FDB11,OUT027,5017.458002188273
FDV55,OUT013,2530.4216259174746
FDW20,OUT049,2195.1117441529314
NCJ18,OUT019,350.31506054968094
FDC41,OUT018,1164.2366537565013
FDE14,OUT027,2559.591313924688
FDG35,OUT013,2826.1149912896367
FDF45,OUT035,922.579765448554
FDS19,OUT027,2143.340729343105
FDS58,OUT019,427.5114420170197
FDA26,OUT017,4090.9437865535288
FDM32,OUT049,1274.4372780846288
FDL45,OUT046,2099.1069418077955
FDZ55,OUT049,2358.2573385565192
FDY37,OUT049,2409.4413856509877
FDO46,OUT046,2901.9117397419423
FDQ60,OUT046,2050.3962506718626
FDA19,OUT018,1835.5190437851572
FDL15,OUT046,2564.6886796003687
FDM10,OUT018,2903.6307500677644
NCL05,OUT017,632.2980970880865
DRK49,OUT010,78.41925654383166
NCE18,OUT027,6212.475524184278
FDG40,OUT049,533.2689414854525
DRI59,OUT045,4031.462620053448
FDK28,OUT035,4374.747745113696
NCD06,OUT019,142.23107079099387
FDO11,OUT019,534.476358489731
FDK27,OUT046,2083.5906204564412
FDT43,OUT027,1302.631407211311
FDD38,OUT018,1244.1679752323257
FDA16,OUT049,4238.0193004303555
FDL14,OUT027,3843.1181976882635
NCM17,OUT049,699.5423237835971
FDD20,OUT045,2084.723001111057
FDA40,OUT045,1269.646813841239
FDL43,OUT045,1262.3408783822906
FDV15,OUT045,1764.3680981858133
FDE52,OUT046,1344.3099748489817
NCL17,OUT010,510.0451824524258
NCJ31,OUT045,3662.3308586505427
FDR60,OUT045,1249.1810565441474
NCA18,OUT035,1822.1781788109822
FDS21,OUT027,1616.7150659782021
FDW09,OUT035,1269.0476904314266
FDL26,OUT035,2540.3889296925277
FDS47,OUT018,1268.4383067977747
FDC39,OUT046,3292.193143443658
FDT51,OUT035,1803.6396776680576
FDK40,OUT035,4151.505933514936
NCG19,OUT045,3378.926658343568
FDZ07,OUT046,1025.8561325166786
FDF08,OUT027,2432.661611404711
FDO04,OUT013,830.4221522751064
FDK41,OUT018,1209.1253663196821
FDP15,OUT049,3994.299527285323
NCD43,OUT018,1411.5726632037974
NCP18,OUT013,2534.439002884605
FDZ51,OUT046,1544.1495379385617
DRH13,OUT035,1678.9320765528305
FDF38,OUT045,610.0378033854826
NCI43,OUT045,749.4070637259264
FDM38,OUT027,1889.0774515555247
FDS03,OUT013,1033.8125252152706
DRJ47,OUT017,2926.0765975863987
FDT50,OUT010,177.13933769686525
FDV02,OUT046,2978.2071954828502
NCG18,OUT017,1719.4214354664302
FDW52,OUT046,2788.256810977924
FDS40,OUT035,606.3344555451771
FDN31,OUT017,3000.8568606337235
FDA37,OUT045,1855.2958250830097
FDA15,OUT046,4175.947901331679
FDL39,OUT046,3193.8340344783737
FDJ53,OUT045,1918.562545497719
FDX22,OUT013,3642.6255303242647
NCZ42,OUT045,3996.269927029858
FDD56,OUT027,4364.83226176796
FDD40,OUT017,2992.3781009266268
FDS50,OUT013,4063.164917613157
NCN14,OUT013,3007.69364513882
FDT15,OUT013,3213.0084271762375
NCS18,OUT027,2474.136180188225
NCO26,OUT010,277.9166412519346
FDF58,OUT018,877.671660496065
NCB19,OUT013,1461.4590887075929
FDH26,OUT017,2050.6769143470597
DRB24,OUT027,4402.657682406381
FDA49,OUT018,1237.6306194858216
FDB32,OUT045,1567.5466366943617
FDI36,OUT017,3015.4652774051838
NCA17,OUT010,320.90805306270113
FDH22,OUT013,2049.191657498584
NCM26,OUT018,2245.5101545495972
FDT15,OUT027,4909.776525843878
FDB16,OUT018,1293.8256168802227
NCP54,OUT027,3082.015753716972
FDJ36,OUT013,1675.2327029731707
FDO28,OUT045,1837.7196774797571
FDU09,OUT013,795.5494206472613
FDF29,OUT017,2106.6150228372508
FDY08,OUT013,2349.728486824824
DRJ59,OUT018,400.16899989311264
FDT23,OUT027,2054.0343165948234
FDU15,OUT018,394.7916138389856
FDT47,OUT013,1655.693593576457
FDI53,OUT019,447.04113133612634
FDR59,OUT018,3921.514488863903
FDD53,OUT035,611.0993013211257
FDY51,OUT017,4045.3620218758074
FDT04,OUT049,592.0389075267185
FDU51,OUT049,3183.7996453676083
FDG14,OUT035,2393.310422981366
NCU06,OUT045,3945.6835384093265
DRG25,OUT046,3290.240935748382
DRH49,OUT035,1264.2887381512694
FDN15,OUT035,2191.3959578769586
FDL43,OUT018,1050.4282492468833
NCT18,OUT049,3225.2786988108496
NCB31,OUT013,3938.631574457273
FDK57,OUT035,1881.6170026878813
FDY04,OUT019,441.1799313466877
NCP54,OUT046,2102.1282160507103
FDF41,OUT013,3873.828535210581
FDM01,OUT045,1764.2978073408242
FDW03,OUT045,1733.195050165662
FDF28,OUT045,1977.2936019748668
FDY37,OUT017,2331.31709422
FDQ03,OUT017,3753.612463163715
FDP51,OUT027,3124.728844508302
FDJ40,OUT017,1742.9853818984027
FDC32,OUT049,1490.1129417279633
DRI49,OUT027,2038.113705010594
NCW54,OUT017,817.8522642126103
FDF09,OUT017,635.2136143098941
FDP45,OUT018,3364.243056979666
DRJ23,OUT018,2861.851118805851
FDS59,OUT017,1818.9756919230795
FDY08,OUT046,2430.5272037257937
FDX16,OUT049,2580.918119264998
FDY16,OUT018,2839.7329092682303
FDK32,OUT035,2640.657473522512
FDQ22,OUT013,634.7602711526434
NCC31,OUT018,2395.811087825562
FDG58,OUT049,2426.367029605991
DRF48,OUT013,3216.137191575185
DRH36,OUT049,1097.6455188688012
NCR30,OUT035,1154.1358202422782
FDB03,OUT019,544.4883487653823
FDZ28,OUT027,3159.7857445780955
FDR35,OUT017,2881.8360765284415
DRD15,OUT027,6131.657251004264
FDJ33,OUT019,373.7120853812108
FDA56,OUT010,274.9731622040756
FDP56,OUT046,775.248294762602
NCT30,OUT046,774.7757442625117
FDK15,OUT017,1614.6370737724428
FDH44,OUT018,1928.7096922912688
FDV01,OUT013,2431.530492081219
DRG03,OUT017,2529.8827619036356
FDG50,OUT027,2408.7514982382995
FDR16,OUT010,587.6281816842034
FDZ60,OUT046,1651.739271187314
DRG03,OUT045,2584.1828818015506
FDS56,OUT018,4085.4054514596564
FDU33,OUT045,863.4416592603628
DRD27,OUT035,1509.9596309143367
FDW22,OUT046,3735.972039325794
DRA24,OUT045,2583.5703394201464
FDF38,OUT049,604.2314433416218
FDX48,OUT013,2462.004778882646
FDS58,OUT018,2279.8458428946824
FDC32,OUT046,1512.0089480304543
NCQ29,OUT045,4049.921223207406
DRK39,OUT018,1251.245552328949
NCS38,OUT017,1839.563967889449
DRO47,OUT013,1682.004748247226
DRG27,OUT027,909.4110972262705
FDC57,OUT027,5668.660720254094
FDS55,OUT046,2598.1038533522874
NCJ06,OUT018,1853.187986905891
FDO01,OUT019,248.30735347431718
NCM55,OUT045,3186.905885157097
FDC52,OUT049,2222.721047588084
FDQ15,OUT045,1272.6112776410341
NCT30,OUT027,1577.6495573779966
NCR42,OUT027,978.2954630677007
FDD28,OUT035,785.9617486339538
FDQ34,OUT049,1677.617933197465
FDZ12,OUT027,3348.9071935183124
DRE13,OUT019,203.85613846528568
NCN07,OUT019,284.2337263205903
FDM28,OUT035,3038.404184430517
FDI10,OUT017,3080.844783972143
FDQ25,OUT013,2852.7156132662913
FDA38,OUT010,618.2222118137018
DRI13,OUT049,3608.3744741263026
FDY20,OUT027,2658.5489533588857
NCZ53,OUT035,3101.1044939574303
NCM31,OUT013,2473.8013057807334
DRB01,OUT017,3177.90534096212
DRF37,OUT046,4133.8171086616285
NCF42,OUT049,2913.1119229612063
FDF16,OUT018,2070.3225600754477
FDB41,OUT013,741.4238194489242
FDR34,OUT013,3844.1441273335104
FDR15,OUT018,2404.548631571554
NCV42,OUT019,288.262864637562
FDW51,OUT035,3674.181825668977
FDU36,OUT017,1658.4073874568694
FDX60,OUT049,1218.2485671116272
FDY03,OUT035,1804.8054073475016
FDW55,OUT045,4055.590882353617
FDT01,OUT010,557.490098971387
FDG58,OUT013,2419.9845954681546
FDK21,OUT017,4184.392610957386
NCS41,OUT019,419.48660910873224
FDS10,OUT045,2990.6354992419742
NCT53,OUT046,2482.1477747075614
FDJ28,OUT018,2870.8024899238853
FDX44,OUT045,1303.887850218172
FDT20,OUT018,442.899658150335
FDO44,OUT017,1699.9924649761206
NCX17,OUT049,3534.0344610417364
FDY01,OUT017,2033.289317192403
FDJ12,OUT027,5529.803243903218
DRK35,OUT018,450.8040204588167
FDD47,OUT019,370.80520461185864
NCM53,OUT035,1699.013315343149
FDO45,OUT013,1281.4759705099275
NCM42,OUT010,304.34357492261114
FDE04,OUT046,2935.8563089223135
NCI30,OUT027,5445.764326081105
FDZ19,OUT013,2893.1922409450526
FDW57,OUT013,3089.74181030005
FDA25,OUT013,1646.5705807690292
FDT22,OUT046,1031.7501229096088
FDP51,OUT013,1966.8157777281772
FDD48,OUT027,2940.1239972830786
FDY39,OUT035,3265.2700198334555
FDO48,OUT010,563.4214558728717
FDD23,OUT027,4793.896513576714
DRN35,OUT027,907.8965323214485
FDT01,OUT035,3183.0844116592575
FDC20,OUT010,155.30509789778603
DRJ35,OUT035,919.4753633367726
FDB32,OUT046,1537.35467367182
FDL24,OUT046,3075.5865961300483
NCV42,OUT035,1829.1317645045926
FDZ46,OUT046,1718.2454704406991
FDC15,OUT013,2580.4158799986785
FDD08,OUT019,66.43848928393236
FDY50,OUT049,1434.018642027187
FDD36,OUT013,2041.8465306844012
FDG57,OUT027,1590.1969004420773
FDL21,OUT018,422.2510219692836
FDN16,OUT027,2616.783225461299
FDJ09,OUT027,982.134456029799
FDS01,OUT010,464.5857814552303
FDV33,OUT017,4211.596241120782
DRE12,OUT017,1699.654227483882
FDR07,OUT013,1486.7924741105908
FDP48,OUT010,552.9161947775546
NCB55,OUT035,853.2513856240855
FDQ08,OUT013,806.9318501651561
FDR34,OUT035,4001.2698112019993
FDO33,OUT046,1683.4420384611014
FDP13,OUT045,668.4083488635002
FDX12,OUT049,3943.304984075953
NCT06,OUT049,2691.5803998674405
FDR16,OUT019,558.7378083583013
FDE36,OUT046,2797.1482608326523
FDZ36,OUT049,3263.509902252315
FDV13,OUT045,1247.6421960488747
NCZ17,OUT035,630.5373497105116
FDU56,OUT045,3075.4894366510894
FDM09,OUT035,3026.3888073530757
FDV02,OUT017,2944.7932453888293
FDS34,OUT018,1635.2642245502088
FDA11,OUT049,1566.1628388362924
FDP09,OUT017,4083.101302499711
FDB29,OUT027,2785.3119086802208
FDT19,OUT017,2949.0497345416043
DRH15,OUT017,679.7087246021334
FDY38,OUT046,3882.987863001869
FDF14,OUT027,3848.903812204526
FDN48,OUT010,234.19319544431974
FDQ12,OUT013,4071.9323040650047
NCJ43,OUT045,2973.145298745827
FDE17,OUT019,300.9585177561196
FDB05,OUT035,4028.1973634350857
FDH10,OUT045,1987.882734408153
NCR06,OUT017,669.906072911306
FDU32,OUT018,1823.4312390876066
FDD56,OUT049,2896.605319028953
FDO36,OUT018,2921.8515501772795
FDH16,OUT010,206.07373701781862
FDX10,OUT018,331.4268022593866
FDZ37,OUT017,1314.1894125277624
FDU31,OUT010,509.3034630388814
DRC49,OUT049,2138.868470940028
FDL15,OUT045,2577.275523893702
FDN32,OUT019,485.2153995916607
DRH59,OUT027,1964.1825404171316
NCU29,OUT049,2320.7523907459167
FDR37,OUT019,556.4617690021737
FDS14,OUT018,2328.183713125013
FDU02,OUT027,4918.508300456199
FDJ08,OUT035,3076.0297556050077
NCZ06,OUT045,3753.103312207632
FDO31,OUT049,1361.4873214284214
FDH31,OUT018,1386.9274297081356
FDS58,OUT017,2483.58837272957
NCA53,OUT027,1339.6344450277306
FDF50,OUT046,2807.0838151675334
NCW42,OUT049,3934.100614698571
NCQ17,OUT045,2397.5608391316996
FDK51,OUT018,4268.806742553839
NCW41,OUT010,398.22788427109913
NCR29,OUT017,764.6529905653588
FDB08,OUT019,346.3729512790254
FDA40,OUT027,2248.0799803155473
FDL14,OUT018,2173.5196803010745
FDB47,OUT046,3433.400118378031
FDO03,OUT035,4037.317381884847
DRK13,OUT019,418.5747909811391
FDX13,OUT010,705.3895907427036
FDF52,OUT046,3206.15900712227
FDT11,OUT013,3122.364879824874
FDB08,OUT013,2318.1211651061585
FDQ28,OUT018,2277.5137756703302
FDD29,OUT045,4150.341994739606
NCQ29,OUT027,5572.755091291952
NCO02,OUT013,918.3963037038452
FDR56,OUT010,502.5774222764346
NCM54,OUT049,2030.7554409437348
FDP51,OUT035,1871.1028042113694
FDT38,OUT013,1215.1783860395544
FDZ20,OUT018,3591.1695083886657
FDJ53,OUT013,1908.8110737581985
FDX13,OUT049,4288.575067231894
FDP58,OUT035,3940.6781440761324
NCK31,OUT019,146.48724757811402
FDA35,OUT018,1733.3457764559864
FDV37,OUT018,2864.3501605781958
NCO07,OUT027,5136.767337635027
FDA20,OUT045,3007.9664322439376
FDZ59,OUT035,2774.4810731632047
NCY17,OUT017,698.4473497110405
FDQ28,OUT035,2656.747969946341
FDV35,OUT017,2522.600335432259
FDQ36,OUT013,543.184568557176
FDD34,OUT018,2408.1709730352964
FDK51,OUT045,4210.249872591509
FDV31,OUT035,2817.960452083628
FDR04,OUT035,1592.9838193789546
FDR14,OUT049,904.3979009258578
DRC36,OUT010,491.79668161027143
FDE39,OUT019,292.0636552831938
FDP57,OUT049,1651.5203574008774
FDE57,OUT046,2163.2377456175127
NCN18,OUT046,1804.8619787541215
NCQ05,OUT018,2127.382725051618
FDW47,OUT035,1932.8051651062656
FDV46,OUT035,2190.773768781106
NCP29,OUT045,1087.116375450153
FDE09,OUT018,1482.6172921267594
NCU06,OUT027,6147.1775570632235
FDT19,OUT010,573.2754086335941
DRF15,OUT017,2241.74505356118
DRI51,OUT013,2851.9896668080737
NCX54,OUT013,1695.2234345575641
DRE01,OUT013,4019.9883237199388
NCB07,OUT045,3039.6166887265704
FDU50,OUT035,1769.3738154950718
FDG40,OUT035,577.5456425065422
FDW10,OUT018,2621.5475965617115
FDX51,OUT013,3137.389277821245
NCP17,OUT045,1045.48717919417
FDP21,OUT035,3194.900693153923
FDL04,OUT045,1624.026747214045
FDV23,OUT013,1983.412378046366
FDF24,OUT046,1228.724389368092
FDH56,OUT027,3158.0072757664648
FDB51,OUT049,917.3683768949539
FDI58,OUT027,2463.0113371884054
FDR20,OUT013,718.9983003725397
FDC51,OUT018,1846.6376238353394
FDB16,OUT027,2160.1294918255066
FDE40,OUT049,1034.9104085652295
NCM17,OUT035,710.3486916396646
FDU56,OUT035,2925.096192990384
FDS32,OUT019,270.4014959622773
FDX02,OUT049,4007.9594085860263
FDT39,OUT027,4478.233357023982
FDE35,OUT017,809.9993376095924
NCI42,OUT019,728.6048873590178
DRL23,OUT046,1625.1827162231564
FDA10,OUT046,2109.741299500594
FDA11,OUT013,1544.0056233789414
NCM06,OUT046,2336.1759964859384
NCT05,OUT035,4104.340773256263
NCQ02,OUT010,446.0462336858312
NCY06,OUT049,2027.227822574894
FDY56,OUT035,4067.273683669388
FDL02,OUT035,1705.078898305463
NCI06,OUT035,3047.5375139097946
FDQ14,OUT045,2307.1486609757117
FDQ12,OUT017,4020.7465416873247
FDP36,OUT046,834.8340811404378
FDK21,OUT027,6514.338759750116
FDO40,OUT045,2583.2378623903346
NCK54,OUT019,272.6658220350583
FDY09,OUT018,3043.5534225676274
NCW30,OUT049,4418.750602640979
NCC55,OUT027,834.3437359578476
FDE58,OUT018,1754.9777912720551
FDR39,OUT013,3185.8691859037976
FDU28,OUT049,3057.9222479934597
FDH08,OUT017,3846.8338275370975
FDG35,OUT045,2806.819183695268
FDG22,OUT049,552.3314220133248
FDC34,OUT035,3039.8072500082058
FDP15,OUT018,3264.4558427587654
FDK34,OUT010,545.4425784790548
FDU45,OUT035,1955.3101085062785
FDQ04,OUT027,948.7826777820344
FDX22,OUT018,3294.6480899941316
FDB45,OUT017,1540.9771238908702
NCH43,OUT027,5175.600338946726
DRE60,OUT046,3797.634483434009
FDD17,OUT027,6385.631529695436
NCM54,OUT017,1957.6498319582051
NCH55,OUT013,2022.2208349939453
NCT06,OUT017,2685.9392086323273
FDA48,OUT027,4538.116338387497
FDY58,OUT027,5978.586447544345
FDO25,OUT045,3635.128871039581
FDN50,OUT045,1523.3272968137378
FDH35,OUT035,2476.7323834829076
FDK09,OUT045,3873.4792711737637
FDO16,OUT013,1788.1607319343416
FDW11,OUT045,1102.8753100771582
FDU47,OUT027,3335.0419198544378
NCQ42,OUT010,283.2983040607577
FDK55,OUT027,2730.457669912351
FDN08,OUT049,1914.3897853113292
FDT57,OUT045,3894.8069738183067
FDJ12,OUT018,3384.339249296688
DRL59,OUT017,773.2877107395794
NCN53,OUT046,614.2163805978709
FDO51,OUT010,102.99010626012782
FDK56,OUT017,3019.1009240864946
FDY12,OUT035,918.9066959952028
FDU15,OUT035,620.7466154412936
FDQ19,OUT046,3948.774105180082
DRF15,OUT045,2294.7709795916703
DRE25,OUT019,186.49141766872134
FDK57,OUT018,1765.6818410937149
FDD33,OUT010,592.6614491161678
FDR34,OUT027,6324.488687742057
FDU04,OUT045,1978.9362543320456
